nconst,director_name,director_star_power,director_movies,director_avg_budget,director_avg_revenue,director_avg_roi,director_avg_rating,director_success_rate
nm0294457,Thor Freudenthal,4.0,3,17.65854071333404,18.690827604278226,1.5146282847400703,5.833333333333333,1.0
nm0294997,Jason Friedberg,3.0,4,16.983093130550188,18.093912825252353,1.4258291631632458,2.675,0.75
nm0298807,Antoine Fuqua,2.2222222222222223,9,17.848767445923073,18.532200882125053,1.130223508037014,6.822222222222222,0.5555555555555556
nm0303032,George Gallo,0.0,3,16.672938217557352,16.394701406872915,0.43692486873697817,5.833333333333333,0.0
nm0304521,Christophe Gans,2.6666666666666665,3,17.435397167376973,18.105219772557607,1.0864017814479572,6.633333333333333,0.6666666666666666
nm0317638,Tony Giglio,0.0,3,16.354484507969914,14.76353080880242,0.15581337492741784,5.866666666666667,0.0
nm0318916,Craig Gillespie,0.0,4,16.917852611520342,17.251945578617583,0.8514338039778043,6.475,0.0
nm0323239,Will Gluck,3.0,4,17.281246492014,18.369332024344654,1.643119906522057,6.25,0.75
nm0327273,Michel Gondry,0.6666666666666666,6,17.26040992166517,17.8880497744544,0.9520432567683206,6.766666666666667,0.16666666666666666
nm0327944,Alejandro G. Iñárritu,4.0,5,17.50439003707821,18.954636092904508,1.9042190937549373,7.74,1.0
nm0330140,Dennie Gordon,1.3333333333333333,3,16.93198449352754,17.351409020121515,0.9802513483451227,5.6000000000000005,0.3333333333333333
nm0331532,Raja Gosnell,3.4285714285714284,7,18.03080774537197,19.344696327894518,1.6333538986795004,5.171428571428572,0.8571428571428571
nm0332950,Ashutosh Gowariker,1.3333333333333333,3,15.348787325260126,16.444998508678765,1.3138258658901552,7.933333333333333,0.3333333333333333
nm0336620,F. Gary Gray,2.4,5,17.6441519761925,18.675564937698706,1.4147436479555437,6.76,0.6
nm0336695,James Gray,1.0,4,16.68907525404123,16.787135214034883,0.775657531930821,6.7,0.25
nm0337773,David Gordon Green,1.0,8,16.680863665403276,16.90055840337328,0.945543342025613,6.2875,0.25
nm0339004,Luke Greenfield,2.0,4,16.983093130550188,18.191577962268493,1.5714646703905235,5.95,0.5
nm0339030,Paul Greengrass,3.2,5,17.958645300228824,19.228315812683984,1.616860582461326,7.58,0.8
nm0340436,Kevin Greutert,4.0,3,16.08419420273091,18.152195372341012,2.6102400431379635,5.666666666666667,1.0
nm0348181,James Gunn,1.3333333333333333,3,17.95067713070663,19.384867972222406,1.0846724575467754,7.066666666666666,0.3333333333333333
nm0348197,Jon Gunn,1.3333333333333333,3,14.403297778421795,15.420746989860442,1.1730987207128396,6.066666666666666,0.3333333333333333
nm0353673,Paul Haggis,2.0,4,16.900855035922238,17.713128537401865,1.7375517135697867,7.1,0.5
nm0359387,John Lee Hancock,3.0,4,17.681489645833423,18.68916715477953,1.7001868618691593,7.025,0.75
nm0359734,Michael Haneke,0.6666666666666666,6,16.273988469523115,16.31221835504057,0.8083530028864304,7.233333333333333,0.16666666666666666
nm0362566,Catherine Hardwicke,2.4,5,17.154832571369333,18.52092395812869,1.5968742289417897,6.3,0.6
nm0362734,Rob Hardy,2.6666666666666665,3,14.326336781730085,15.595762401050726,1.5255897997715697,4.633333333333333,0.6666666666666666
nm0371755,Jimmy Hayward,2.6666666666666665,3,17.94800690219353,18.755035984174288,1.0689380201469072,5.766666666666667,0.6666666666666666
nm0371890,Michel Hazanavicius,1.3333333333333333,3,16.759949589762293,17.90099928948267,1.556770133545615,7.2,0.3333333333333333
nm0378893,Stephen Herek,0.0,4,17.385043282614657,16.487626833171916,0.2851812921022905,6.025,0.0
nm0382072,Peter Hewitt,1.3333333333333333,3,17.697761425663145,18.080076912703042,0.8735538728365664,5.166666666666667,0.3333333333333333
nm0382584,George Hickenlooper,0.0,3,15.974994922702255,14.613424427902116,0.2638365592022008,6.3999999999999995,0.0
nm0382956,Scott Hicks,2.6666666666666665,3,17.147715103853763,18.093041275329657,1.3050270771057948,6.533333333333334,0.6666666666666666
nm0384722,Tim Hill,3.0,4,17.76675429577647,18.988342666184717,1.389397691331431,5.3,0.75
nm0384825,John Hillcoat,2.6666666666666665,3,16.811242881518265,17.195236945379754,1.0436726843559543,7.233333333333333,0.6666666666666666
nm0386246,Rajkumar Hirani,4.0,3,15.886583976024006,18.11251276762412,2.5239998493785785,8.166666666666666,1.0
nm0386570,Oliver Hirschbiegel,1.3333333333333333,3,17.426428497635523,17.754619446410448,1.2729917499173995,6.566666666666666,0.3333333333333333
nm0387706,Gregory Hoblit,2.0,4,17.41282284594998,17.928051482639425,1.4643081152882758,6.800000000000001,0.5
nm0392237,Nicole Holofcener,2.6666666666666665,3,14.99416586199818,15.803419745694363,2.047572640938587,6.366666666666667,0.6666666666666666
nm0393799,Tom Hooper,4.0,3,17.227757808780048,19.542410270542202,2.642632744506584,7.533333333333334,1.0
nm0398185,Peter Howitt,1.3333333333333333,3,17.301865778578982,18.057633171211915,1.0635313335045626,6.1000000000000005,0.3333333333333333
nm0400441,Allen Hughes,1.3333333333333333,3,17.858561843342684,18.301908739427443,0.9444745983398208,6.533333333333334,0.3333333333333333
nm0403101,Hermine Huntgeburth,1.3333333333333333,3,15.84005407038547,16.005798092523904,0.8110061314242996,6.066666666666666,0.3333333333333333
nm0403541,Nick Hurran,0.0,3,16.785925074816024,16.160193471266627,0.3691892939700861,6.033333333333334,0.0
nm0405336,Nicholas Hytner,2.6666666666666665,3,16.380459992348886,17.11368594675077,1.5517226843726728,6.733333333333333,0.6666666666666666
nm0405632,Mikael Håfström,3.3333333333333335,6,17.254859737676366,18.13660740994196,1.3752976010766198,6.683333333333334,0.8333333333333334
nm0407067,Álex de la Iglesia,0.0,3,15.57226171385656,15.397390068687553,0.5999649574035467,6.6000000000000005,0.0
nm0418982,Julian Jarrold,1.3333333333333333,3,16.5563506464056,16.852628794978138,0.8532721047553661,6.8999999999999995,0.3333333333333333
nm0421776,Vicky Jenson,2.6666666666666665,3,17.72753358339242,19.47655127987637,1.7028544863565218,6.3999999999999995,0.6666666666666666
nm0424103,Karan Johar,1.6,5,16.04104022856842,16.673490910695627,1.0453167982423937,6.68,0.4
nm0425756,Mark Steven Johnson,2.6666666666666665,3,18.20995972498239,18.828279017466773,1.0005354060659977,5.366666666666667,0.6666666666666666
nm0426059,Rian Johnson,1.3333333333333333,3,16.638376492930426,16.75065679124922,1.4705689618780078,7.066666666666666,0.3333333333333333
nm0426333,Tim Johnson,2.6666666666666665,3,18.333669377871825,19.39276706492403,1.332451751314529,6.666666666666667,0.6666666666666666
nm0428600,Kirk Jones,1.3333333333333333,3,17.17124560043339,18.107887880263487,1.272248204625312,6.466666666666666,0.3333333333333333
nm0437526,Shûsuke Kaneko,2.6666666666666665,3,16.554197793183544,17.29764182956624,1.1452654896506438,7.2,0.6666666666666666
nm0440458,Jake Kasdan,2.4,5,16.951004817371683,18.207857145766653,1.4826546281161752,6.08,0.6
nm0440604,Anurag Kashyap,2.2857142857142856,7,15.39566697855989,14.923601920775551,1.2121053273901345,7.5,0.5714285714285714
nm0446819,Richard Kelly,0.0,3,16.65848013521828,16.435537403532585,0.6592159857809494,6.3,0.0
nm0457565,Ryûhei Kitamura,1.0,4,16.298331784768557,16.064382299013353,0.5596981272546271,5.95,0.25
nm0458251,Cédric Klapisch,0.0,3,16.335891676374885,16.652151413543006,0.8183227437008546,7.0,0.0
nm0462895,David Koepp,1.0,4,17.47264133957008,17.71959495586628,0.8495860364329006,6.3,0.25
nm0464846,Andrei Konchalovsky,0.0,4,16.99782305729503,15.523084925249357,0.43141216331994386,5.9,0.0
nm0466349,Baltasar Kormákur,3.0,4,17.446496060149375,18.496913047401453,1.232388109540751,6.675,0.75
nm0469694,Wayne Kramer,1.0,4,16.36104190800008,15.521046476149962,0.6173882021274587,6.7,0.25
nm0470443,Gérard Krawczyk,3.0,4,16.486205041726866,17.749354828338557,1.5572508281893644,6.125,0.75
nm0474955,Roger Kumble,1.3333333333333333,3,17.351627286652015,17.769846650481405,0.9419481905586546,4.5,0.3333333333333333
nm0476201,Karyn Kusama,0.0,3,17.086346159737868,17.177940973292266,0.9205856018847609,5.8999999999999995,0.0
nm0477129,Ken Kwapis,1.6,5,17.20328495307807,18.06230989706853,1.2982618674225452,6.220000000000001,0.4
nm0481418,Richard LaGravenese,2.0,4,17.169791054773174,17.990953992998026,1.1285205159069496,6.65,0.5
nm0482681,Ringo Lam,0.0,3,16.380459992348886,14.479941855926073,0.28724198739326146,5.8999999999999995,0.0
nm0487166,Yorgos Lanthimos,1.3333333333333333,3,14.192119525795034,15.478523549533943,0.9140951637398209,6.833333333333333,0.3333333333333333
nm0490487,Wai Keung Lau,1.7142857142857142,7,16.01786492366309,15.299640608401644,2.0923675075398647,6.314285714285715,0.42857142857142855
nm0492909,Marc Lawrence,2.6666666666666665,3,17.779493321310472,18.781194782129248,1.3380793987674695,5.866666666666667,0.6666666666666666
nm0495536,Nikolay Lebedev,1.3333333333333333,3,16.084883620129183,16.666324529608108,1.0444174895355773,6.633333333333333,0.3333333333333333
nm0501185,Michael Lembeck,3.0,4,17.405949966851164,18.37239871378598,1.4237593092910494,5.525,0.75
nm0504642,Louis Leterrier,2.6666666666666665,6,18.12854433454406,19.18892078418363,1.3175618785972707,6.616666666666667,0.6666666666666666
nm0505152,Brian Levant,3.0,4,17.61099976960838,18.148061134234545,1.13573148448845,4.825,0.75
nm0506613,Shawn Levy,3.6363636363636362,11,18.06114458205925,19.217692352680057,1.4606721297537846,6.154545454545455,0.9090909090909091
nm0509448,Jonathan Liebesman,4.0,4,18.3180941662576,19.385087702474877,1.39104844204039,5.75,1.0
nm0510731,Doug Liman,3.2,5,18.326370075470134,19.391384862858725,1.3279417380096423,7.0200000000000005,0.8
nm0510912,Justin Lin,2.2857142857142856,7,18.047025730733793,19.449421582439125,1.7191776364906195,6.514285714285714,0.5714285714285714
nm0518644,Richard Loncraine,0.0,4,16.951004817371683,17.279940389474092,0.6417552628882259,6.225,0.0
nm0520488,Phil Lord,4.0,4,17.958645300228824,19.55744535553657,1.8602825270920897,7.2,1.0
nm0525303,Baz Luhrmann,2.6666666666666665,3,18.378121139968354,19.326303261583387,1.3337692561512384,7.1000000000000005,0.6666666666666666
nm0525659,Robert Luketic,2.2857142857142856,7,17.434120843051577,18.683301004221562,1.58929656462885,6.0,0.5714285714285714
nm0527109,Rod Lurie,0.0,5,17.068207969977745,16.31614366291807,0.3556205800784494,6.640000000000001,0.0
nm0527261,Patrick Lussier,1.3333333333333333,3,17.249497794707484,17.968121612164875,1.4154014637723078,5.233333333333333,0.3333333333333333
nm0528718,Jonathan Lynn,2.6666666666666665,3,16.880457947196035,17.659286021221412,0.9843554229244676,6.333333333333333,0.6666666666666666
nm0531817,Kevin Macdonald,1.0,4,17.024336087383013,17.55075362144819,1.332172303652851,6.825,0.25
nm0532235,Seth MacFarlane,4.0,3,17.779493321310472,19.464052688696004,1.8626233127534366,6.433333333333334,1.0
nm0538320,Alan Mak,2.4,5,14.998709369371163,15.52569707150852,2.398027926734204,7.0200000000000005,0.6
nm0551076,Neil Marshall,1.0,4,16.2899459920955,16.92936333244906,1.7670738000262765,6.55,0.25
nm0551128,Rob Marshall,2.4,5,18.665977107732434,19.691827323332145,1.4548248422242207,6.56,0.6
nm0553379,Renzo Martinelli,0.0,3,16.213405921671733,13.28657470731761,0.06155633496485704,5.366666666666667,0.0
nm0553942,Steve Martino,4.0,3,18.34811006187022,19.976753530922572,1.8046745936012698,6.766666666666667,1.0
nm0556076,Joachim Masannek,2.6666666666666665,3,15.528841229428249,16.19578855384792,1.1147772508819493,4.066666666666666,0.6666666666666666
nm0556094,Masayuki,4.0,3,16.118095750958314,17.59775178739894,1.6411924630712995,7.433333333333334,1.0
nm0560277,Erik Matti,0.0,3,13.769954109695236,13.646187750178775,0.6896472017265969,5.633333333333333,0.0
nm0562645,Les Mayfield,0.0,3,17.19423511786528,16.34128021476484,0.36379569288997743,5.333333333333333,0.0
nm0565336,Tom McCarthy,2.4,5,16.02006769735021,17.167121951873398,1.9027116439648835,7.239999999999999,0.6
nm0569166,Scott McGehee,1.3333333333333333,3,15.852392615660088,15.692422733478804,0.8872771358378364,6.466666666666666,0.3333333333333333
nm0569790,Douglas McGrath,0.0,4,16.572350986727976,16.06410421987145,0.386952666987467,6.075,0.0
nm0569891,Tom McGrath,4.0,4,18.643824303266577,20.132120904270177,1.7440017989974923,6.925,1.0
nm0570912,Adam McKay,2.6666666666666665,6,17.85709878531661,18.779698838734447,1.3713233608738686,6.8999999999999995,0.6666666666666666
nm0572562,Greg McLean,1.3333333333333333,3,16.08419420273091,16.52634007097626,2.4660805879964682,6.2,0.3333333333333333
nm0573732,Sean McNamara,1.3333333333333333,3,16.687190239452057,17.193740722961834,0.969164306294553,5.333333333333333,0.3333333333333333
nm0574625,James McTeigue,1.3333333333333333,3,17.50439003707821,18.137192049211915,1.002457220580523,6.933333333333334,0.3333333333333333
nm0576298,Olivier Megaton,3.0,4,17.522966422191022,19.21187123409419,1.8150821239810289,6.175,0.75
nm0576987,Fernando Meirelles,2.6666666666666665,3,16.69283465675314,17.606907858678124,1.6973210580637448,7.466666666666666,0.6666666666666666
nm0583600,Nancy Meyers,4.0,5,18.078190449090098,19.34731950818002,1.5798229864751285,6.8,1.0
nm0585011,Roger Michell,1.3333333333333333,3,17.188537096945446,17.76700421966629,0.8523720000595932,6.566666666666666,0.3333333333333333
nm0586281,Takashi Miike,1.7142857142857142,7,15.103402126364179,15.870196239964399,1.4706028645939992,6.714285714285714,0.42857142857142855
nm0587955,Bennett Miller,2.6666666666666665,3,17.11134746100564,17.862238823431586,1.4473039255310949,7.3,0.6666666666666666
nm0588087,Christopher Miller,4.0,4,17.958645300228824,19.55744535553657,1.8602825270920897,7.2,1.0
nm0588340,Frank Miller,1.3333333333333333,3,17.822843761378564,18.186248211191955,1.008852556434178,6.433333333333334,0.3333333333333333
nm0589168,Randall Miller,0.0,4,15.232576820175131,14.047093596411552,0.2464955388389739,6.5249999999999995,0.0
nm0591450,Rob Minkoff,1.6,5,18.234351177809064,18.83438949302326,0.976664185257453,6.0600000000000005,0.4
nm0593463,John Cameron Mitchell,1.3333333333333333,3,15.281847857526905,15.381509512949057,0.9052619916131976,6.966666666666666,0.3333333333333333
nm0593610,Mike Mitchell,3.2,5,18.182423567518462,19.533620422305123,1.4502710938711978,5.7,0.8
nm0594503,Hayao Miyazaki,4.0,4,17.102045068689467,19.152220489557127,2.256260683366922,8.049999999999999,1.0
nm0601382,John Moore,3.2,5,17.67413280776235,18.640311826564524,1.2980993153252054,5.7,0.8
nm0603628,Pierre Morel,1.0,4,17.289028632213807,18.147704180203945,1.3455047099601305,6.75,0.25
nm0609236,Jonathan Mostow,2.6666666666666665,3,18.5517090151307,19.246528435592012,1.0721812766131151,6.3999999999999995,0.6666666666666666
nm0609549,Greg Mottola,2.6666666666666665,3,16.96253232204443,18.372890090605527,1.657917046703276,7.1000000000000005,0.6666666666666666
nm0610831,Gabriele Muccino,2.6666666666666665,3,17.693632032406395,18.94384458589201,1.4291507704247095,7.1000000000000005,0.6666666666666666
nm0617042,Mark Mylod,1.3333333333333333,3,16.4304704091712,16.710473021686653,0.966451069851756,6.2,0.3333333333333333
nm0619599,Chris Nahon,1.3333333333333333,3,17.086346159737868,17.125910568433138,0.7368704497762865,5.8999999999999995,0.3333333333333333
nm0619762,Mira Nair,0.6666666666666666,6,16.6862463980008,16.619574156202,1.7740684814756738,6.633333333333333,0.16666666666666666
nm0619923,Olivier Nakache,1.3333333333333333,3,16.41841377616447,18.798278149703197,2.5196475837083145,7.333333333333333,0.3333333333333333
nm0626090,Jack Neo,3.5,8,14.372454780444528,15.197978859042301,1.3283782887145603,6.2875,0.875
nm0629272,Andrew Niccol,1.0,4,17.399029524198163,18.226416234161714,1.193599587839696,6.55,0.25
nm0629334,McG,2.0,6,18.36938746009113,19.06984915313169,1.0915681317062653,6.116666666666667,0.5
nm0634240,Christopher Nolan,4.0,8,18.648811844737814,20.10450857023732,1.6014794506512307,8.4125,1.0
nm0637518,Phillip Noyce,2.4,5,17.426428497635523,18.221946003985153,1.0560846621555382,6.8,0.6
nm0637615,Gaspar Noé,0.0,4,15.577669729089843,14.4705984606438,0.4138087892151429,6.65,0.0
nm0638271,Joe Nussbaum,0.0,3,16.257857680289998,16.24010972314252,0.7106614547927343,5.633333333333333,0.0
nm0639021,Arne Lindtner Næss,1.0,4,14.323685973027462,14.634424155354296,1.6339505523346782,5.2,0.25
nm0640334,Gavin O'Connor,1.0,4,17.11134746100564,17.238729557389597,0.7446565451443162,7.025,0.25
nm0651706,Mark Osborne,2.6666666666666665,3,18.12854433454406,19.490483021165122,1.5508921920290246,7.466666666666666,0.6666666666666666
nm0654830,François Ozon,4.0,3,15.73488129848423,17.02902192649797,1.487305075565918,6.8,1.0
nm0659380,Danny Pang,1.3333333333333333,3,16.989473783183453,17.315188502592168,0.9229950912233431,5.766666666666667,0.3333333333333333
nm0661791,Park Chan-wook,2.4,5,15.387351976686267,16.015715932750787,1.4638495387626018,7.3,0.6
nm0662529,Oliver Parker,2.0,4,16.84805685283375,17.812076451585632,1.1012028507653389,6.05,0.5
nm0668247,Alexander Payne,4.0,4,16.785925074816024,18.4700347086802,1.853953282911503,7.425,1.0
nm0677953,Donald Petrie,1.6,5,17.341871111992198,18.34188682588308,1.181351852381187,5.92,0.4
nm0679031,Brad Peyton,2.6666666666666665,3,18.33002638663314,19.565081191574194,1.4766518392194865,5.3999999999999995,0.6666666666666666
nm0680846,Todd Phillips,3.5,8,17.73500559808224,19.349309794255532,1.8397279181112642,6.5125,0.875
nm0684336,Steve Pink,1.0,4,17.1067070816214,17.809518583555207,1.1934523509540593,5.95,0.25
nm0687042,Paco Plaza,1.6,5,15.226497775576945,16.35677629017493,1.862791859928561,5.9,0.4
nm0689187,Michael Polish,0.0,4,15.439837279936441,15.29809819503653,0.5271169161713096,5.725,0.0
nm0697656,Gina Prince-Bythewood,2.6666666666666665,3,16.354484507969914,17.12703311577888,1.2143349229558502,7.066666666666666,0.6666666666666666
nm0698184,Priyadarshan,2.0,8,15.477704427073718,15.950406289549605,1.1932758264631722,6.525,0.5
nm0700301,Robert Pulcini,2.6666666666666665,3,16.08419420273091,16.710937830001402,1.0364259703596916,6.466666666666666,0.6666666666666666
nm0711745,Mani Ratnam,2.0,6,15.098294819978786,16.15891774147857,1.438869571315023,7.183333333333334,0.5
nm0711840,Brett Ratner,3.0,8,18.436800135672346,19.26317921460009,1.1847682077390693,6.5125,0.75
nm0712753,Billy Ray,0.0,3,16.59846212909527,17.083808030114152,0.8559511807924344,6.8,0.0
nm0715636,Peyton Reed,3.2,5,17.958645300228824,19.171115319033895,1.3837587221522663,6.459999999999999,0.8
nm0716257,Matt Reeves,2.6666666666666665,3,18.087536311377317,19.525445410095585,1.6238734727546982,7.233333333333333,0.6666666666666666
nm0716347,Nicolas Winding Refn,3.0,4,15.674928831429371,16.93711532576432,1.675131394113384,6.625,0.75
nm0718645,Ivan Reitman,1.3333333333333333,3,17.58443274282867,18.338774278338263,1.3306891037430488,6.366666666666667,0.3333333333333333
nm0718646,Jason Reitman,2.0,6,16.46640241581477,18.174191315188615,2.13249619672792,7.016666666666667,0.5
nm0719208,Chris Renaud,4.0,3,18.087536311377317,20.247032529352992,2.256087260135524,7.1000000000000005,1.0
nm0720135,John Requa,2.6666666666666665,3,17.445170678943438,18.484629891443404,1.2596263016370126,6.866666666666667,0.6666666666666666
nm0724938,Jean-François Richet,0.0,3,17.098924941470045,16.89580566187386,0.5834220302702269,7.066666666666666,0.0
nm0744834,Eli Roth,3.2,5,15.656060350091908,17.327540166133566,2.286503389925116,5.46,0.8
nm0751102,David O. Russell,2.0,6,17.291609278727382,18.62773365242372,1.6520049500208365,6.6499999999999995,0.5
nm0751221,Jay Russell,2.0,4,17.225006775498976,17.986990787278206,1.3530747169786168,6.625,0.5
nm0751577,Anthony Russo,2.6666666666666665,3,18.15931599280497,19.461897414179152,1.228914348219212,6.533333333333334,0.6666666666666666
nm0751648,Joe Russo,2.6666666666666665,3,18.15931599280497,19.461897414179152,1.228914348219212,6.533333333333334,0.6666666666666666
nm0752328,Stefan Ruzowitzky,1.3333333333333333,3,16.220953126623588,15.813516196229482,0.7564140601707106,6.166666666666667,0.3333333333333333
nm0757858,Carlos Saldanha,4.0,4,18.323619042128517,20.26532257462355,2.0898061671966603,6.725,1.0
nm0761498,Chris Sanders,4.0,3,18.657069529911332,19.92881697251531,1.5235041437773047,7.533333333333334,1.0
nm0771054,Lone Scherfig,4.0,3,15.873898818105843,17.34040804227047,2.1894490931220116,7.066666666666666,1.0
nm0776271,John Schultz,1.0,4,17.216707972959764,17.423369153775454,0.7653812111262316,4.675000000000001,0.25
nm0777881,Robert Schwentke,3.2,5,18.177334498075737,18.9886508287943,1.2955583645878088,6.44,0.8
nm0781842,Peter Segal,2.6666666666666665,6,18.119575664681957,18.913949061301572,1.1437621648172922,6.1499999999999995,0.6666666666666666
nm0782213,Santiago Segura,3.0,4,15.698785288119346,16.88783144219967,1.5403146068859066,5.7,0.75
nm0783536,Aaron Seltzer,3.2,5,16.951004817371683,18.130995279383388,1.4785398021335434,2.7,0.8
nm0784061,Dominic Sena,2.0,4,18.035018277846262,18.63151750037161,0.994881718361503,5.975,0.5
nm0788171,S. Shankar,1.3333333333333333,3,16.4212565557785,17.136085262877412,0.9611417637861575,7.333333333333333,0.3333333333333333
nm0788202,Adam Shankman,3.0,8,17.759032249831638,18.60865141234341,1.3776559227135012,6.0125,0.75
nm0791672,Richard Shepard,0.0,3,16.182634265845888,15.982657794567025,0.5919227204309809,6.5,0.0
nm0796117,M. Night Shyamalan,3.0,8,18.169009121885352,19.237821726148752,1.8065733417481031,5.775,0.75
nm0796915,David Siegel,1.3333333333333333,3,15.852392615660088,15.692422733478804,0.8872771358378364,6.466666666666666,0.3333333333333333
nm0797869,Brad Silberling,0.0,3,18.28141868811311,18.379072082451874,0.6342793338667988,6.233333333333333,0.0
nm0802248,Tarsem Singh,2.4,5,17.723525562075203,18.51575441033505,1.0777936635624439,6.459999999999999,0.6
nm0811583,Zack Snyder,2.0,6,18.433925980570805,19.427135987236593,1.3942028491129907,7.083333333333333,0.5
nm0812200,Iain Softley,1.3333333333333333,3,17.734178125978637,18.050110824698915,0.8866042977283158,6.666666666666667,0.3333333333333333
nm0813164,Peter Sollett,2.6666666666666665,3,15.53827733427679,16.32753111428544,1.2369609945695834,6.8,0.6666666666666666
nm0813309,Courtney Solomon,1.3333333333333333,3,16.92159093346325,16.72965886310125,0.7149833061232436,4.366666666666667,0.3333333333333333
nm0813786,Ben Sombogaart,0.0,3,15.47694067715643,14.788504696474595,0.510285231770952,6.433333333333334,0.0
nm0814085,Stephen Sommers,1.0,4,18.560442695023177,19.383079618016826,1.112763406157596,6.25,0.25
nm0815204,Paolo Sorrentino,1.0,4,16.433544946002662,16.340877957031324,0.7973949539576568,7.225,0.25
nm0824882,Burr Steers,1.3333333333333333,3,17.007357751540447,17.96011229242916,1.3386159278647372,6.533333333333334,0.3333333333333333
nm0829820,Scott Stewart,2.6666666666666665,3,17.211136928096526,17.909470546247295,1.6077218526402626,5.766666666666667,0.6666666666666666
nm0831557,Nicholas Stoller,3.0,4,17.19990085520835,18.683116682774266,1.8945833662206484,6.475,0.75
nm0848414,Lee Tamahori,0.8,5,18.067143742945518,18.743310196960106,0.9060089599168988,6.04,0.2
nm0853380,Julie Taymor,1.3333333333333333,3,17.060703730110887,17.174389826478638,1.0257093356761597,6.633333333333333,0.3333333333333333
nm0855035,Andy Tennant,3.0,4,17.77632374660947,19.113519713270104,1.6255983152028328,6.025,0.75
nm0858525,Betty Thomas,2.0,4,17.75709238505144,18.867879760261086,1.3808937253931832,5.45,0.5
nm0863387,George Tillman Jr.,1.3333333333333333,3,17.216707972959764,17.84321073883638,1.0280640865492723,6.8999999999999995,0.3333333333333333
nm0865918,Éric Toledano,1.3333333333333333,3,16.41841377616447,18.798278149703197,2.5196475837083145,7.333333333333333,0.3333333333333333
nm0868153,Giuseppe Tornatore,0.0,3,16.65848013521828,16.458250503181205,0.6627693809235491,7.366666666666667,0.0
nm0868219,Guillermo del Toro,1.7142857142857142,7,18.00840680901735,18.767565298046684,1.1785897559766247,7.071428571428571,0.42857142857142855
nm0875453,Kazuya Tsurumaki,4.0,3,16.118095750958314,17.59775178739894,1.6411924630712995,7.433333333333334,1.0
nm0878638,David Twohy,1.6,5,17.599700214609808,17.885467973020024,0.9322278257335274,6.5200000000000005,0.4
nm0878756,Tom Tykwer,1.0,4,17.85284377200233,18.228112541128237,0.8096922886969556,7.05,0.25
nm0885249,Jean-Marc Vallée,2.6666666666666665,3,16.724231509074087,17.64004600759311,1.818163540427473,7.3999999999999995,0.6666666666666666
nm0888418,Marina de Van,0.0,3,15.592130726334432,13.795289142988775,0.09944221055578167,5.6000000000000005,0.0
nm0890060,Ram Gopal Varma,2.5454545454545454,11,14.70302804551091,15.645470566882173,1.4786281682867488,5.763636363636364,0.6363636363636364
nm0891114,Tom Vaughan,1.3333333333333333,3,17.11134746100564,18.185103108822737,1.196287457078733,5.833333333333333,0.3333333333333333
nm0891216,Matthew Vaughn,2.4,5,18.05106530320968,19.127301327201906,1.363842947229614,7.56,0.6
nm0893659,Gore Verbinski,2.5,8,18.752678707353546,19.92441333934703,1.4066941232567827,7.0,0.625
nm0898288,Denis Villeneuve,2.6666666666666665,3,17.133326366919263,18.08246670126733,1.1512583304508655,8.066666666666666,0.6666666666666666
nm0905152,Lilly Wachowski,1.6,5,18.75429175545587,19.566158033741033,1.1546429135810117,6.5200000000000005,0.4
nm0905154,Lana Wachowski,1.6,5,18.75429175545587,19.566158033741033,1.1546429135810117,6.5200000000000005,0.4
nm0905592,Jeff Wadlow,4.0,3,16.60871862863128,17.439594506811936,1.7521133299113554,6.266666666666667,1.0
nm0906476,David Wain,1.0,4,16.723094499349067,17.197029457123968,0.7177682020279194,5.95,0.25
nm0908824,Randall Wallace,1.3333333333333333,3,17.520919338619585,18.338243569329578,1.5887816507700399,6.766666666666667,0.3333333333333333
nm0911061,Wayne Wang,3.0,4,17.166589472402972,17.855418447575506,1.6065985823057147,6.125,0.75
nm0914132,Mark Waters,2.0,8,17.527557095787227,18.51187902922082,1.4179923089728248,6.1625,0.5
nm0917188,Chris Wedge,4.0,3,18.17221939747438,19.53494245360086,1.653793062866749,6.833333333333333,1.0
nm0919363,Chris Weitz,3.2,5,17.89980480116789,19.36384616098835,1.7438003256209214,6.12,0.8
nm0919369,Paul Weitz,2.2857142857142856,7,17.297190141916847,18.235286985920123,1.531550270630902,5.957142857142857,0.5714285714285714
nm0920274,John Wells,1.3333333333333333,3,16.811242881518265,17.467710986099718,0.9961364679449308,6.833333333333333,0.3333333333333333
nm0922346,Simon West,2.0,6,17.837881638471732,18.598349202969406,1.0744832570100762,5.8500000000000005,0.5
nm0923736,Joss Whedon,2.6666666666666665,3,18.919433792556962,20.710885744197807,1.7275646555647102,7.7,0.6666666666666666
nm0925870,John Whitesell,2.4,5,17.13757249137968,17.929747001669217,1.1193804409323493,4.9799999999999995,0.6
nm0935095,Gary Winick,3.2,5,17.41090319643465,18.30602933238857,1.952144991224119,6.14,0.8
nm0935863,Michael Winterbottom,0.0,4,16.341239282272525,15.65704966199166,0.5742013759856617,5.925,0.0
nm0936482,Len Wiseman,3.0,4,18.156063957460898,19.10063685109597,1.3646214627475022,6.75,0.75
nm0939128,James Wong,2.0,4,17.273403314799037,18.322759587513204,1.4520733216130461,5.25,0.5
nm0939182,Wong Kar-Wai,2.0,4,16.58182973008354,17.232831134537175,1.3092212638773435,7.15,0.5
nm0942367,Edgar Wright,3.0,4,17.138746434192754,17.813350768058687,1.6242098056751888,7.5,0.75
